player_id,mlbam_id
López_18233,605347
A. Smith_16653,595001
Osich_17969,592612
Peraza_16504,606299
Ureña_16098,570632
Miller_12046,502522
Nicolino_16534,592593
Broxton_12087,542979
Kela_16627,605309
Kela_16627,605309
Marte_16591,606466
Plawecki_16708,608700
Bryant_14057,592178
Barraclough_18096,607457
Schwarber_15329,656941
Schwarber_15329,656941
McCullers_17540,621121
Verrett_16510,548337
Severino_18091,622663
Jackson_16598,592426
Jackson_16598,592426
Maile_18160,571912
Williamson_18224,607776
Franco_16052,596748
Canha_16565,592192
Williams_16005,592863
Andriese_16010,542882
Grace_16018,594840
Wisler_17615,605538
Boyd_17903,571510
Kepler_16101,596146
Muncy_16719,571970
Conforto_17687,624424
Feliz_16528,593140
Lorenzen_14094,547179
Castro_16628,612434
Sano_16541,593934
Wright_13985,605541
Mahtook_16594,543484
Givens_17890,571710
Goody_18051,580792
Rumbelow_17824,592705
Syndergaard_16559,592789
Ramirez_14042,598287
Herrera_16570,546318
Drake_11636,543118
Severino_18162,600474
O'Brien_18204,598284
Tucker_14175,605512
Shaffer_18084,572128
Refsnyder_18012,608701
Osuna_16612,532077
Gale_18168,502570
Torreyes_14171,591720
LaMarre_14088,534606
O'Rourke_17976,594951
Strausborger_18085,595005
Strausborger_18085,595005
Tepera_16599,572193
Weber_18322,543901
Solis_16021,519301
Alexander_14188,518397
McGough_18133,543518
Oberg_14132,623184
Schebler_16089,594988
Gilmartin_16105,543219
Armstrong_16520,542888
Bracho_18153,611093
Heathcott_15793,571761
Brito_16068,593647
Piscotty_18037,572039
Jungmann_16536,543380
Zych_18163,543964
Jankowski_18132,608671
Shaw_14046,543768
Turner_17690,607208
Gott_17602,641627
Anderson_16523,542881
Duffey_18076,608648
Ladendorf_16058,502285
Olson_16626,621397
Saladino_16517,573135
Saladino_16517,573135
Velasquez_16529,592826
Rodriguez_11473,516853
Difo_16015,594694
Rivera_16537,592680
Davies_18158,605200
Lee_14222,545346
Godley_18044,643327
Hernández_16500,591712
Carter_7121,474892
