,Index,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
433,490,1,0,1.0,4.43,5,5,0,0,0,0,22.1,22,11,11,4,8,0,17,0,0,0,93,94,5.17,1.343,8.9,1.6,3.2,6.9,2.13
434,-1,1,0,1.0,8.49,11,0,4,0,0,0,11.2,17,11,11,2,7,0,11,1,0,2,59,55,5.69,2.057,13.1,1.5,5.4,8.5,1.57
435,3404,4,4,0.5,3.72,14,14,0,0,0,0,75.0,79,33,31,9,16,0,71,2,0,2,314,110,3.68,1.267,9.5,1.1,1.9,8.5,4.44
436,1978,8,5,0.615,3.34,20,20,0,0,0,0,113.1,102,45,42,12,30,1,131,5,0,2,463,130,3.28,1.165,8.1,1.0,2.4,10.4,4.37
437,3405,1,11,0.083,6.05,18,18,0,1,0,0,102.2,98,74,69,20,31,0,73,1,0,6,434,73,5.33,1.256,8.6,1.8,2.7,6.4,2.35
438,3438,3,4,0.429,4.64,9,9,0,0,0,0,52.1,50,29,27,9,16,0,34,1,1,1,223,95,5.2,1.261,8.6,1.5,2.8,5.8,2.13
439,3913,6,9,0.4,6.18,20,20,0,0,0,0,115.0,123,87,79,28,43,1,139,5,0,3,510,71,5.29,1.443,9.6,2.2,3.4,10.9,3.23
440,-1,0,0,0.0,8.47,14,0,2,0,0,0,17.0,25,16,16,6,5,0,12,0,1,1,78,50,7.35,1.765,13.2,3.2,2.6,6.4,2.4
441,-1,0,0,0.0,9.0,1,0,1,0,0,0,1.0,1,1,1,1,1,0,0,0,0,0,4,63,19.29,2.0,9.0,9.0,9.0,0.0,0.0
442,3240,2,5,0.286,5.1,9,9,0,0,0,0,42.1,41,25,24,5,12,0,50,0,0,2,175,85,3.31,1.252,8.7,1.1,2.6,10.6,4.17
443,4214,1,2,0.333,3.16,5,5,0,0,0,0,25.2,22,11,9,5,5,0,28,0,0,0,102,138,4.22,1.052,7.7,1.8,1.8,9.8,5.6
444,3161,0,0,0.0,4.5,2,0,2,0,0,0,2.0,4,1,1,0,0,0,0,0,0,0,10,122,3.29,2.0,18.0,0.0,0.0,0.0,0.0
445,458,3,3,0.5,5.86,23,6,1,0,0,0,66.0,66,51,43,8,27,0,80,7,0,2,295,73,3.99,1.409,9.0,1.1,3.7,10.9,2.96
446,3272,3,1,0.75,3.19,7,7,0,0,0,0,36.2,25,14,13,4,12,0,25,4,0,0,146,136,4.65,1.009,6.1,1.0,2.9,6.1,2.08
447,5076,2,8,0.2,6.18,15,15,0,0,0,0,67.0,76,50,46,12,47,0,56,5,3,3,323,68,6.27,1.836,10.2,1.6,6.3,7.5,1.19
448,6278,1,0,1.0,5.74,13,0,5,0,0,0,15.2,16,10,10,3,1,0,14,0,0,0,62,76,4.18,1.085,9.2,1.7,0.6,8.0,14.0
449,3394,4,5,0.444,3.61,41,0,7,0,0,2,42.1,31,20,17,4,24,0,48,5,0,2,181,118,4.3,1.299,6.6,0.9,5.1,10.2,2.0
450,1549,2,2,0.5,4.95,4,4,0,0,0,0,20.0,19,11,11,4,3,0,17,0,1,0,80,103,4.64,1.1,8.6,1.8,1.4,7.7,5.67
451,3429,0,4,0.0,6.2,4,4,0,0,0,0,20.1,19,15,14,8,10,0,24,3,0,1,91,72,7.96,1.426,8.4,3.5,4.4,10.6,2.4
452,229,0,1,0.0,5.54,28,0,6,0,0,1,26.0,31,21,16,4,10,0,25,1,0,0,119,78,4.64,1.577,10.7,1.4,3.5,8.7,2.5
453,5428,3,1,0.75,1.47,32,0,8,0,0,1,30.2,27,5,5,1,4,1,27,0,0,1,120,320,2.34,1.011,7.9,0.3,1.2,7.9,6.75
454,4748,0,0,0.0,5.7,11,0,5,0,0,0,23.2,25,15,15,3,8,0,20,1,0,1,102,72,4.39,1.394,9.5,1.1,3.0,7.6,2.5
455,6296,0,0,0.0,18.9,4,0,2,0,0,0,3.1,8,7,7,1,5,1,4,1,0,0,25,25,10.19,3.9,21.6,2.7,13.5,10.8,0.8
456,3155,4,3,0.571,3.95,41,4,5,0,0,1,70.2,65,33,31,10,25,1,60,1,0,2,295,104,4.53,1.274,8.3,1.3,3.2,7.6,2.4
457,27,2,3,0.4,3.96,31,0,7,0,0,1,38.2,37,21,17,3,17,2,43,6,0,0,172,107,3.86,1.397,8.6,0.7,4.0,10.0,2.53
458,352,0,0,0.0,108.0,1,0,1,0,0,0,0.1,4,4,4,1,0,0,0,0,0,0,5,8,42.29,12.0,108.0,27.0,0.0,0.0,0.0
459,1934,2,3,0.4,2.44,47,0,5,0,0,1,48.0,32,17,13,3,16,2,52,7,0,1,193,173,3.37,1.0,6.0,0.6,3.0,9.8,3.25
460,3910,1,7,0.125,4.67,21,13,2,0,0,0,81.0,90,45,42,10,29,0,79,3,2,2,356,93,4.13,1.469,10.0,1.1,3.2,8.8,2.72
461,2036,4,1,0.8,2.63,9,9,0,0,0,0,48.0,29,14,14,1,16,0,34,2,0,1,187,169,3.27,0.938,5.4,0.2,3.0,6.4,2.13
462,-1,2,4,0.333,4.73,29,0,17,0,0,9,26.2,21,16,14,4,23,4,23,3,0,2,125,87,6.44,1.65,7.1,1.4,7.8,7.8,1.0
463,-1,1,2,0.333,6.15,6,2,0,0,0,0,26.1,34,19,18,4,10,0,17,0,0,2,119,72,5.11,1.671,11.6,1.4,3.4,5.8,1.7
464,5069,1,1,0.5,1.1,44,0,7,0,0,1,32.2,28,5,4,0,6,0,33,0,0,0,126,383,1.82,1.041,7.7,0.0,1.7,9.1,5.5
465,3428,0,0,0.0,63.0,1,0,0,0,0,0,1.0,6,7,7,1,1,0,0,0,0,0,10,9,19.29,7.0,54.0,9.0,9.0,0.0,0.0
466,2010,0,0,0.0,6.75,2,0,2,0,0,0,4.0,6,4,3,1,3,0,7,0,0,0,22,66,5.29,2.25,13.5,2.3,6.8,15.8,2.33
467,1939,11,1,0.917,2.89,19,19,0,0,0,0,106.0,82,34,34,12,41,0,112,0,0,1,429,142,3.81,1.16,7.0,1.0,3.5,9.5,2.73
468,4719,0,1,0.0,5.4,3,0,1,0,0,0,1.2,4,2,1,0,1,0,2,1,0,0,11,93,4.49,3.0,21.6,0.0,5.4,10.8,2.0
469,-1,0,0,0.0,0.0,1,1,0,0,0,0,6.2,1,0,0,0,1,0,2,0,0,0,22,0,3.14,0.3,1.4,0.0,1.4,2.7,2.0
470,6274,1,6,0.143,3.88,43,0,17,0,0,7,48.2,35,24,21,6,20,2,60,1,0,1,201,110,3.72,1.13,6.5,1.1,3.7,11.1,3.0
471,-1,3,1,0.75,3.54,30,1,2,0,0,0,40.2,49,20,16,3,14,0,29,4,0,0,182,128,4.15,1.549,10.8,0.7,3.1,6.4,2.07
472,-1,0,0,0.0,18.0,1,0,1,0,0,0,1.0,4,2,2,0,0,0,0,0,0,0,6,32,3.29,4.0,36.0,0.0,0.0,0.0,0.0
473,750,0,1,0.0,4.5,2,2,0,0,0,0,10.0,8,5,5,1,4,0,15,0,0,1,42,95,2.79,1.2,7.2,0.9,3.6,13.5,3.75
474,3255,0,0,0.0,18.0,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,6,32,16.29,3.0,27.0,9.0,0.0,0.0,0.0
475,1563,0,0,0.0,2.57,5,0,2,0,0,0,7.0,4,2,2,0,4,0,8,0,0,0,29,204,2.72,1.143,5.1,0.0,5.1,10.3,2.0
476,4787,0,0,0.0,13.5,2,0,1,0,0,0,2.0,4,3,3,0,3,0,2,1,0,0,14,39,7.29,3.5,18.0,0.0,13.5,9.0,0.67
477,4738,3,7,0.3,5.79,13,9,0,0,0,0,65.1,67,44,42,11,33,1,64,1,0,7,291,70,5.08,1.531,9.2,1.5,4.5,8.8,1.94
478,4391,1,0,1.0,4.6,15,0,5,0,0,0,15.2,16,8,8,0,7,0,21,1,0,2,70,96,2.14,1.468,9.2,0.0,4.0,12.1,3.0
479,478,6,4,0.6,5.17,15,15,0,0,0,0,71.1,80,49,41,9,39,0,58,4,0,3,327,80,5.11,1.668,10.1,1.1,4.9,7.3,1.49
480,-1,1,0,1.0,5.4,4,0,2,0,0,0,3.1,5,2,2,1,0,0,3,0,0,0,13,89,5.39,1.5,13.5,2.7,0.0,8.1,0.0
481,347,3,0,1.0,4.01,43,0,12,0,0,0,42.2,42,20,19,4,22,0,58,0,0,2,190,112,3.34,1.5,8.9,0.8,4.6,12.2,2.64
482,3917,2,2,0.5,3.41,37,0,6,0,0,2,34.1,28,14,13,5,15,0,44,1,0,1,145,129,4.02,1.252,7.3,1.3,3.9,11.5,2.93
483,3909,6,5,0.545,4.33,22,22,0,0,0,0,126.2,141,62,61,12,25,0,86,6,0,2,543,100,3.9,1.311,10.0,0.9,1.8,6.1,3.44
484,4375,6,2,0.75,3.06,13,13,0,0,0,0,67.2,59,23,23,8,19,0,46,2,0,1,275,142,4.4,1.153,7.8,1.1,2.5,6.1,2.42
485,2043,6,1,0.857,4.28,10,10,0,0,0,0,54.2,49,26,26,5,16,0,53,4,0,3,228,104,3.64,1.189,8.1,0.8,2.6,8.7,3.31
486,-1,0,0,0.0,13.5,1,0,1,0,0,0,2.0,2,3,3,1,2,0,0,0,0,0,9,38,12.79,2.0,9.0,4.5,9.0,0.0,0.0
487,725,6,3,0.667,3.5,13,13,0,0,0,0,69.1,52,27,27,7,15,0,64,2,0,1,272,117,3.49,0.966,6.8,0.9,1.9,8.3,4.27
488,4739,0,2,0.0,3.38,4,4,0,0,0,0,21.1,14,8,8,1,7,0,22,2,0,2,85,122,3.1,0.984,5.9,0.4,3.0,9.3,3.14
489,3244,1,0,1.0,2.4,25,0,10,0,0,1,30.0,12,8,8,3,18,1,31,2,0,1,120,186,4.52,1.0,3.6,0.9,5.4,9.3,1.72
490,-1,0,0,0.0,5.79,7,0,6,0,0,0,9.1,9,6,6,2,3,0,7,1,0,1,41,78,5.86,1.286,8.7,1.9,2.9,6.8,2.33
491,-1,0,0,0.0,18.0,1,0,0,0,0,0,1.0,4,5,2,1,1,0,0,1,0,1,10,35,22.29,5.0,36.0,9.0,9.0,0.0,0.0
492,4382,2,0,1.0,2.31,44,0,1,0,0,0,39.0,33,10,10,4,9,0,36,2,0,0,154,189,3.62,1.077,7.6,0.9,2.1,8.3,4.0
493,-1,0,1,0.0,2.0,2,2,0,0,0,0,9.0,7,3,2,1,6,0,3,0,0,0,40,213,6.07,1.444,7.0,1.0,6.0,3.0,0.5
494,5355,3,5,0.375,4.91,44,0,16,0,0,10,40.1,34,22,22,4,10,0,50,0,1,1,158,92,2.84,1.091,7.6,0.9,2.2,11.2,5.0
495,-1,1,0,1.0,8.64,8,0,2,0,0,0,8.1,15,8,8,2,3,0,6,0,0,2,42,53,6.05,2.16,16.2,2.2,3.2,6.5,2.0
496,-1,1,0,1.0,5.63,7,0,1,0,0,0,8.0,11,5,5,1,3,0,6,0,0,2,37,79,4.54,1.75,12.4,1.1,3.4,6.8,2.0
497,-1,0,0,0.0,81.0,1,0,1,0,0,0,0.1,4,3,3,1,0,0,0,0,0,0,5,11,42.29,12.0,108.0,27.0,0.0,0.0,0.0
498,4954,1,2,0.333,2.45,13,1,3,0,0,0,14.2,10,8,4,2,6,0,12,1,0,0,60,186,4.86,1.091,6.1,1.2,3.7,7.4,2.0
499,3174,0,3,0.0,4.58,41,1,9,0,0,1,35.1,32,19,18,1,16,3,44,7,0,4,158,89,3.12,1.358,8.2,0.3,4.1,11.2,2.75
500,9,2,3,0.4,6.26,40,0,16,0,0,1,41.2,47,31,29,8,17,0,43,3,0,0,184,67,5.16,1.536,10.2,1.7,3.7,9.3,2.53
501,6260,6,7,0.462,3.14,19,19,0,0,0,0,109.0,105,44,38,10,29,0,101,2,0,2,456,138,3.48,1.229,8.7,0.8,2.4,8.3,3.48
502,4756,3,1,0.75,2.17,26,0,4,0,0,0,29.0,18,8,7,4,8,2,27,2,0,0,111,207,4.25,0.897,5.6,1.2,2.5,8.4,3.38
503,3388,0,0,0.0,18.9,3,0,0,0,0,0,3.1,5,7,7,1,5,0,2,2,0,0,21,25,12.29,3.0,13.5,2.7,13.5,5.4,0.4
504,-1,2,2,0.5,4.31,38,0,10,0,0,0,39.2,31,21,19,3,22,1,46,0,0,2,167,101,3.62,1.336,7.0,0.7,5.0,10.4,2.09
505,1282,0,0,0.0,7.0,8,1,1,0,0,0,9.0,14,7,7,1,5,0,8,0,0,1,44,61,4.62,2.111,14.0,1.0,5.0,8.0,1.6
506,4951,4,2,0.667,3.32,43,0,10,0,0,1,43.1,29,18,16,3,20,1,59,3,0,3,179,135,3.06,1.131,6.0,0.6,4.2,12.3,2.95
507,756,4,1,0.8,2.43,37,0,8,0,0,1,40.2,38,15,11,5,11,1,42,0,1,0,172,171,3.63,1.205,8.4,1.1,2.4,9.3,3.82
508,-1,0,0,0.0,6.75,2,0,0,0,0,0,1.1,4,1,1,1,3,0,2,0,0,1,11,83,16.79,5.25,27.0,6.8,20.3,13.5,0.67
509,3395,0,0,0.0,9.0,4,0,1,0,0,0,4.0,7,4,4,3,2,0,6,0,0,0,20,50,11.54,2.25,15.8,6.8,4.5,13.5,3.0
510,5344,10,7,0.588,3.36,19,19,0,0,0,0,109.2,104,45,41,10,46,1,119,5,2,1,473,134,3.7,1.368,8.5,0.8,3.8,9.8,2.59
511,-1,0,0,0.0,6.0,3,0,1,0,0,0,6.0,11,4,4,0,2,0,3,1,0,0,31,73,3.79,2.167,16.5,0.0,3.0,4.5,1.5
512,4740,1,4,0.2,7.79,11,11,0,0,0,0,52.0,75,45,45,10,27,1,37,3,0,2,253,52,6.1,1.962,13.0,1.7,4.7,6.4,1.37
513,713,2,3,0.4,2.66,21,0,2,0,0,1,20.1,13,6,6,1,8,0,30,1,0,1,83,157,2.31,1.033,5.8,0.4,3.5,13.3,3.75
514,34,1,2,0.333,1.29,16,0,3,0,0,0,14.0,5,5,2,1,10,3,16,1,1,0,58,327,4.29,1.071,3.2,0.6,6.4,10.3,1.6
515,5448,0,0,0.0,1.69,7,0,2,0,0,0,21.1,15,4,4,1,9,0,23,0,0,2,88,280,3.01,1.125,6.3,0.4,3.8,9.7,2.56
516,1248,9,2,0.818,3.16,15,15,0,0,0,0,85.1,79,32,30,8,18,1,86,9,1,2,351,129,3.44,1.137,8.3,0.8,1.9,9.1,4.78
517,30,0,0,0.0,4.15,4,0,0,0,0,0,4.1,6,2,2,0,2,0,6,3,0,0,24,109,3.98,1.846,12.5,0.0,4.2,12.5,3.0
518,-1,0,0,0.0,11.74,5,0,2,0,0,0,7.2,18,14,10,0,7,0,4,0,0,0,48,39,4.98,3.261,21.1,0.0,8.2,4.7,0.57
519,1994,6,1,0.857,3.19,41,0,8,0,0,2,36.2,30,14,13,7,11,2,48,1,0,0,149,137,4.13,1.118,7.4,1.7,2.7,11.8,4.36
520,-1,0,0,0.0,0.0,4,0,2,0,0,0,5.0,2,0,0,0,1,0,5,0,0,0,17,0,1.89,0.6,3.6,0.0,1.8,9.0,5.0
521,-1,0,0,0.0,8.1,2,0,2,0,0,0,3.1,4,3,3,2,0,0,3,0,0,0,14,56,9.29,1.2,10.8,5.4,0.0,8.1,0.0
522,6285,4,2,0.667,2.97,43,1,4,0,0,0,36.1,35,15,12,6,9,0,48,1,0,1,153,144,3.62,1.211,8.7,1.5,2.2,11.9,5.33
523,6282,6,5,0.545,4.82,20,20,0,0,0,0,106.1,117,59,57,16,30,0,73,1,1,5,454,88,4.75,1.382,9.9,1.4,2.5,6.2,2.43
524,336,5,2,0.714,1.51,44,0,4,0,0,2,41.2,24,8,7,5,20,0,49,2,0,3,165,279,4.08,1.056,5.2,1.1,4.3,10.6,2.45
525,-1,0,0,0.0,0.0,2,0,2,0,0,0,1.2,1,0,0,0,0,0,1,0,0,0,5,0,2.09,0.6,5.4,0.0,0.0,5.4,0.0
526,-1,0,1,0.0,5.61,13,0,1,0,0,0,25.2,28,16,16,6,14,0,25,2,0,2,118,74,6.25,1.636,9.8,2.1,4.9,8.8,1.79
527,206,9,6,0.6,4.27,20,20,0,0,0,0,126.1,106,66,60,21,30,0,126,1,0,0,509,101,4.19,1.077,7.6,1.5,2.1,9.0,4.2
528,-1,0,0,0.0,18.0,1,0,1,0,0,0,3.0,7,6,6,2,2,0,2,0,0,0,18,27,12.62,3.0,21.0,6.0,6.0,6.0,1.0
529,-1,0,0,0.0,0.0,1,0,1,0,0,0,2.0,0,0,0,0,3,0,0,0,0,0,8,0,7.79,1.5,0.0,0.0,13.5,0.0,0.0
530,3760,6,4,0.6,2.74,15,15,0,0,0,0,88.2,69,28,27,9,18,0,84,4,0,1,345,158,3.46,0.981,7.0,0.9,1.8,8.5,4.67
531,2014,8,5,0.615,3.71,19,19,0,0,0,0,111.2,78,49,46,18,47,0,148,11,0,12,459,120,4.29,1.119,6.3,1.5,3.8,11.9,3.15
532,3756,3,1,0.75,3.34,40,1,7,0,0,0,35.0,23,14,13,5,14,0,48,1,0,0,140,131,3.69,1.057,5.9,1.3,3.6,12.3,3.43
533,-1,1,1,0.5,10.07,9,1,2,0,0,0,19.2,29,24,22,5,12,0,13,1,0,1,101,41,7.26,2.085,13.3,2.3,5.5,5.9,1.08
534,3260,1,4,0.2,4.53,10,7,0,0,0,0,43.2,38,24,22,7,10,0,45,0,0,1,179,96,4.0,1.099,7.8,1.4,2.1,9.3,4.5
535,3109,1,2,0.333,6.26,21,2,7,0,0,0,23.0,27,19,16,6,9,1,24,1,0,2,107,75,5.9,1.565,10.6,2.3,3.5,9.4,2.67
536,29,0,0,0.0,3.27,7,0,0,0,0,0,11.0,5,4,4,2,3,0,9,0,0,1,41,136,4.83,0.727,4.1,1.6,2.5,7.4,3.0
537,233,0,0,0.0,3.86,10,0,6,0,0,1,14.0,15,6,6,1,5,0,12,0,0,0,60,114,3.57,1.429,9.6,0.6,3.2,7.7,2.4
538,233,2,3,0.4,4.86,11,10,0,0,0,0,53.2,67,33,29,11,26,0,34,1,0,3,247,92,6.2,1.733,11.2,1.8,4.4,5.7,1.31
539,467,0,4,0.0,3.66,42,0,19,0,0,6,39.1,30,16,16,5,17,1,38,6,2,5,167,113,4.76,1.195,6.9,1.1,3.9,8.7,2.24
540,1266,0,0,0.0,10.8,4,0,1,0,0,0,8.1,10,10,10,4,5,0,9,0,0,0,40,42,9.17,1.8,10.8,4.3,5.4,9.7,1.8
541,-1,0,1,0.0,11.45,3,3,0,0,0,0,11.0,19,14,14,3,7,0,9,0,0,0,55,42,7.11,2.364,15.5,2.5,5.7,7.4,1.29
542,4943,3,11,0.214,4.77,20,20,0,0,0,0,111.1,106,63,59,13,46,1,101,6,1,3,493,94,4.39,1.365,8.6,1.1,3.7,8.2,2.2
543,-1,0,0,0.0,0.0,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,6,0,3.29,2.0,18.0,0.0,0.0,0.0,0.0
544,-1,0,1,0.0,5.79,3,0,0,0,0,0,4.2,9,3,3,1,1,0,6,0,0,0,23,81,4.15,2.143,17.4,1.9,1.9,11.6,6.0
545,3158,4,1,0.8,3.4,39,0,11,0,0,0,42.1,32,17,16,3,14,1,40,1,0,0,172,128,3.38,1.087,6.8,0.6,3.0,8.5,2.86
546,365,2,0,1.0,2.84,6,0,3,0,0,0,6.1,6,2,2,1,3,0,5,0,0,3,25,165,5.18,1.421,8.5,1.4,4.3,7.1,1.67
547,3925,2,1,0.667,4.71,34,0,4,0,0,0,36.1,36,19,19,3,19,0,30,2,0,5,159,93,4.44,1.514,8.9,0.7,4.7,7.4,1.58
548,-1,0,0,0.0,6.75,1,0,0,0,0,0,2.2,5,2,2,0,1,0,4,0,0,2,14,73,1.41,2.25,16.9,0.0,3.4,13.5,4.0
549,1265,0,0,0.0,9.0,2,0,1,0,0,0,4.0,5,4,4,2,2,0,5,0,0,0,19,50,8.79,1.75,11.3,4.5,4.5,11.3,2.5
550,-1,0,0,0.0,6.75,4,0,1,0,0,0,5.1,5,4,4,2,1,0,1,0,0,0,22,64,8.35,1.125,8.4,3.4,1.7,1.7,1.0
551,2026,6,2,0.75,3.46,12,12,0,0,0,0,65.0,47,27,25,9,18,0,75,2,0,1,258,135,3.7,1.0,6.5,1.2,2.5,10.4,4.17
552,4383,4,1,0.8,1.75,44,0,7,0,0,3,46.1,33,11,9,5,8,0,54,3,2,1,180,249,3.07,0.885,6.4,1.0,1.6,10.5,6.75
553,5075,5,2,0.714,4.75,29,0,5,0,0,1,36.0,31,21,19,6,11,2,36,3,0,3,151,89,4.62,1.167,7.8,1.5,2.8,9.0,3.27
554,4392,1,2,0.333,2.77,37,0,5,0,0,1,39.0,28,13,12,1,15,0,34,4,0,0,157,158,3.34,1.103,6.5,0.2,3.5,7.8,2.27
555,4376,6,8,0.429,4.72,19,19,0,0,0,0,103.0,89,60,54,18,43,0,118,6,0,3,442,92,4.7,1.282,7.8,1.6,3.8,10.3,2.74
556,3525,0,0,0.0,27.0,1,0,1,0,0,0,0.2,2,2,2,0,2,0,2,0,0,0,6,25,6.29,6.0,27.0,0.0,27.0,27.0,1.0
557,1256,3,1,0.75,2.37,45,0,10,0,0,4,38.0,26,12,10,3,21,0,30,4,2,1,160,180,4.71,1.237,6.2,0.7,5.0,7.1,1.43
558,5368,1,1,0.5,3.32,19,0,5,0,0,0,19.0,11,8,7,1,7,0,28,2,0,0,74,137,2.45,0.947,5.2,0.5,3.3,13.3,4.0
559,-1,0,0,0.0,10.8,2,0,2,0,0,0,1.2,4,2,2,1,2,0,0,0,0,0,10,46,14.69,3.6,21.6,5.4,10.8,0.0,0.0
560,-1,3,1,0.75,4.68,36,0,7,0,0,0,32.2,39,20,17,2,19,2,26,2,1,0,157,90,4.42,1.776,10.7,0.6,5.2,7.2,1.37
561,1998,5,3,0.625,2.36,11,11,0,0,0,0,53.1,41,15,14,7,17,0,61,1,0,3,215,184,3.72,1.088,6.9,1.2,2.9,10.3,3.59
562,4928,7,3,0.7,4.84,18,18,0,0,0,0,96.2,109,56,52,17,36,0,62,1,2,0,425,90,5.44,1.5,10.1,1.6,3.4,5.8,1.72
563,470,2,7,0.222,6.44,14,11,0,1,0,0,57.1,71,41,41,9,25,0,64,2,0,4,261,64,4.51,1.674,11.1,1.4,3.9,10.0,2.56
564,6271,0,0,0.0,9.0,2,0,2,0,0,0,2.0,3,2,2,1,3,0,1,0,0,0,12,54,13.29,3.0,13.5,4.5,13.5,4.5,0.33
565,6286,0,4,0.0,8.81,7,7,0,0,0,0,31.2,42,31,31,12,10,0,27,2,0,0,146,49,7.65,1.642,11.9,3.4,2.8,7.7,2.7
566,-1,0,0,0.0,0.0,1,0,1,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,0,12.29,6.0,27.0,0.0,27.0,0.0,0.0
567,2031,1,3,0.25,2.41,39,0,20,0,0,12,37.1,22,10,10,3,9,0,44,2,0,1,140,185,2.86,0.83,5.3,0.7,2.2,10.6,4.89
568,-1,0,0,0.0,0.0,1,0,1,0,0,0,2.0,1,0,0,0,1,0,2,0,0,0,8,0,2.79,1.0,4.5,0.0,4.5,9.0,2.0
569,1586,0,0,0.0,27.0,1,0,0,0,0,0,0.1,1,1,1,0,3,0,0,0,0,0,5,36,30.29,12.0,27.0,0.0,81.0,0.0,0.0
570,5429,6,5,0.545,4.38,24,8,2,0,0,0,76.0,58,42,37,12,33,1,95,4,1,4,322,107,4.3,1.197,6.9,1.4,3.9,11.3,2.88
571,4789,1,1,0.5,7.59,5,5,0,0,0,0,21.1,37,20,18,3,5,0,14,0,0,0,105,55,4.51,1.969,15.6,1.3,2.1,5.9,2.8
572,1943,7,2,0.778,2.0,40,0,4,0,0,1,36.0,24,10,8,3,17,0,31,1,0,2,150,207,4.15,1.139,6.0,0.8,4.3,7.8,1.82
573,5091,1,1,0.5,6.59,15,0,2,0,0,0,13.2,11,11,10,4,6,0,14,0,0,1,56,65,6.36,1.244,7.2,2.6,4.0,9.2,2.33
574,6,2,2,0.5,2.84,44,0,36,0,0,23,44.1,31,20,14,5,9,0,49,0,0,1,172,148,3.15,0.902,6.3,1.0,1.8,9.9,5.44
575,4967,0,1,0.0,11.81,1,1,0,0,0,0,5.1,7,7,7,2,2,0,2,0,0,0,25,40,8.54,1.688,11.8,3.4,3.4,3.4,1.0
576,-1,2,6,0.25,3.96,28,5,7,0,0,0,36.1,37,18,16,5,7,1,21,0,0,1,149,103,4.5,1.211,9.2,1.2,1.7,5.2,3.0
577,1983,4,4,0.5,4.26,33,0,27,0,0,15,31.2,30,19,15,5,6,1,39,1,0,1,136,103,3.54,1.137,8.5,1.4,1.7,11.1,6.5
578,1551,2,6,0.25,6.45,13,13,0,0,0,0,67.0,83,49,48,8,22,0,38,5,0,4,307,64,4.92,1.567,11.1,1.1,3.0,5.1,1.73
579,-1,0,0,0.0,40.5,1,0,0,0,0,0,0.2,1,3,3,0,5,0,0,0,0,0,8,16,25.79,9.0,13.5,0.0,67.5,0.0,0.0
580,4768,0,1,0.0,6.0,10,0,4,0,0,4,9.0,8,7,6,0,3,0,8,2,0,0,41,77,3.18,1.222,8.0,0.0,3.0,8.0,2.67
581,459,0,1,0.0,3.6,1,1,0,0,0,0,5.0,6,2,2,0,0,0,3,0,0,0,20,123,2.09,1.2,10.8,0.0,0.0,5.4,0.0
582,3423,2,3,0.4,5.22,18,1,1,0,0,0,29.1,24,18,17,4,16,1,27,1,0,2,126,86,4.96,1.364,7.4,1.2,4.9,8.3,1.69
583,3423,2,3,0.4,5.92,17,0,1,0,0,0,24.1,20,17,16,4,14,1,24,1,0,2,106,75,5.3,1.397,7.4,1.5,5.2,8.9,1.71
584,3423,0,0,0.0,1.8,1,1,0,0,0,0,5.0,4,1,1,0,2,0,3,0,0,0,20,261,3.29,1.2,7.2,0.0,3.6,5.4,1.5
585,465,0,1,0.0,2.08,42,0,3,0,0,1,34.2,27,8,8,3,15,1,38,5,0,0,149,200,3.95,1.212,7.0,0.8,3.9,9.9,2.53
586,722,0,0,0.0,30.38,2,0,1,0,0,0,2.2,11,9,9,2,0,0,1,0,0,0,19,15,12.29,4.125,37.1,6.8,0.0,3.4,0.0
587,-1,2,3,0.4,6.33,23,0,5,0,0,0,27.0,36,20,19,4,6,0,13,3,1,0,126,66,5.25,1.556,12.0,1.3,2.0,4.3,2.17
588,3400,0,2,0.0,3.33,21,0,7,0,0,0,24.1,26,11,9,1,8,0,20,0,1,0,107,129,3.17,1.397,9.6,0.4,3.0,7.4,2.5
589,477,1,0,1.0,4.25,23,0,7,0,0,0,29.2,31,17,14,3,13,1,25,7,0,2,136,106,4.94,1.483,9.4,0.9,3.9,7.6,1.92
590,1946,4,2,0.667,2.62,8,8,0,0,0,0,44.2,36,13,13,2,11,0,47,1,0,2,177,158,2.57,1.052,7.3,0.4,2.2,9.5,4.27
591,4032,0,1,0.0,8.1,1,1,0,0,0,0,3.1,4,5,3,0,5,0,3,0,0,1,19,56,5.99,2.7,10.8,0.0,13.5,8.1,0.6
592,4378,5,4,0.556,4.64,17,16,0,0,0,0,85.1,77,46,44,14,26,0,70,3,1,2,359,94,4.8,1.207,8.1,1.5,2.7,7.4,2.69
593,-1,0,0,0.0,81.0,1,0,0,0,0,0,0.2,5,6,6,1,1,0,1,0,0,0,7,8,24.29,9.0,67.5,13.5,13.5,13.5,1.0
594,-1,0,1,0.0,6.14,6,1,1,0,0,0,7.1,8,5,5,2,3,0,8,0,0,0,32,70,5.88,1.5,9.8,2.5,3.7,9.8,2.67
595,-1,0,0,0.0,7.94,4,0,0,0,0,0,5.2,5,5,5,1,4,0,4,2,0,1,28,59,7.35,1.588,7.9,1.6,6.4,6.4,1.0
